,location,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,make,model,region,car_age,car_name,power_per_cc
1220,Ahmedabad,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,3.1354942159291497,BMW,5,West,5,BMW 5,0.09523809523809523
1221,Chennai,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,0.30010459245033816,Others,Classic,South,16,Others Classic,0.02384150436534587
1222,Coimbatore,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,1.843719208158766,Mahindra,Scorpio,South,7,Mahindra Scorpio,0.05507113354749885
1223,Kolkata,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1.2237754316221157,Volkswagen,Vento,East,7,Volkswagen Vento,0.06483103879849812
1224,Jaipur,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,-0.2613647641344075,Maruti,Zen,North,20,Maruti Zen,0.06042296072507553
1225,Jaipur,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,-0.10536051565782628,Maruti,800,North,10,Maruti 800,0.04648241206030151
1226,Delhi,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,2.8903717578961645,Toyota,Corolla,North,2,Toyota Corolla,0.0767686318131257
1227,Pune,49000,Petrol,Automatic,First,14.59,1997.0,245.0,5.0,2.9444389791664403,BMW,3,West,6,BMW 3,0.12268402603905859
1228,Chennai,40000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.09531017980432493,Ford,Ikon,South,12,Ford Ikon,0.05388760585065435
1229,Pune,78000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,0.6931471805599453,Chevrolet,Beat,West,7,Chevrolet Beat,0.06622185154295246
1230,Ahmedabad,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,1.8718021769015913,Toyota,Corolla,West,7,Toyota Corolla,0.06362903225806452
1231,Bangalore,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,2.2460147415056513,Mahindra,XUV500,South,5,Mahindra XUV500,0.06424965580541533
1232,Mumbai,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1.3862943611198906,Hyundai,Xcent,West,3,Hyundai Xcent,0.06339285714285714
1233,Kochi,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,3.4735180432417816,Mercedes-Benz,E-Class,South,2,Mercedes-Benz E-Class,0.09519365375641624
1234,Pune,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0.7419373447293773,Hyundai,i10,West,10,Hyundai i10,0.06591478696741855
1235,Mumbai,68000,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,2.277267285009756,Toyota,Corolla,West,4,Toyota Corolla,0.0767686318131257
1236,Kolkata,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,1.840549633397487,Toyota,Corolla,East,5,Toyota Corolla,0.07675194660734148
1237,Hyderabad,60000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,3.044522437723423,Audi,Q3,South,6,Audi Q3,0.09349593495934959
1238,Mumbai,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,1.536867219599265,Hyundai,i20,West,5,Hyundai i20,0.06361031518624642
1239,Mumbai,87000,Diesel,Automatic,Second,19.27,2143.0,167.62,5.0,2.833213344056216,Mercedes-Benz,New,West,6,Mercedes-Benz New,0.07821745216985534
1240,Pune,20248,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.4701758451005926,Maruti,Ritz,West,6,Maruti Ritz,0.059214743589743594
1241,Coimbatore,52383,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2.695977619867941,Hyundai,Creta,South,2,Hyundai Creta,0.0797724399494311
1242,Delhi,1000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,3.6888794541139363,Others,XE,North,1,Others XE,0.08854427213606804
1243,Chennai,85000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.8164520818184267,Mahindra,Xylo,South,3,Mahindra Xylo,0.037645640819606266
1244,Ahmedabad,47000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2.4203681286504293,Toyota,Innova,West,5,Toyota Innova,0.04033680834001604
1245,Pune,17585,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,3.4657359027997265,Toyota,Camry,West,1,Toyota Camry,0.0632317562149158
1246,Coimbatore,32496,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,3.820346216856242,Audi,Q5,South,1,Audi Q5,0.08136164475901585
1247,Kochi,34613,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1.8309801823813363,Maruti,Swift,South,2,Maruti Swift,0.05929487179487179
1248,Chennai,153000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,1.5686159179138452,Maruti,Ertiga,South,4,Maruti Ertiga,0.07112179487179487
1249,Chennai,54000,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,1.5040773967762742,Maruti,Swift,South,5,Maruti Swift,0.07101086048454469
1250,Kochi,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.3532545070416904,Hyundai,i10,South,4,Hyundai i10,0.06591478696741855
1251,Delhi,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.0116009116784799,Hyundai,i10,North,6,Hyundai i10,0.06591478696741855
1252,Kochi,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1.8825138324965192,Maruti,Baleno,South,1,Maruti Baleno,0.06942355889724311
1253,Jaipur,52325,Petrol,Manual,First,16.36,1495.0,93.7,5.0,0.6931471805599453,Hyundai,Accent,North,9,Hyundai Accent,0.06267558528428094
1254,Ahmedabad,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.2947271675944,Honda,Brio,West,7,Honda Brio,0.07245409015025041
1255,Hyderabad,55746,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1.9387416595767009,Maruti,Swift,South,3,Maruti Swift,0.05929487179487179
1256,Bangalore,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,1.7047480922384253,Hyundai,Xcent,South,5,Hyundai Xcent,0.0683876357560568
1257,Kolkata,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1.9459101490553132,Mahindra,XUV500,East,6,Mahindra XUV500,0.06424965580541533
1258,Delhi,40000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,3.1780538303479458,Mercedes-Benz,E-Class,North,5,Mercedes-Benz E-Class,0.09384041063929072
1259,Bangalore,125000,Diesel,Automatic,Second,12.893137254901962,2179.0,115.0,5.0,2.3978952727983707,Others,Rover,South,9,Others Rover,0.05277650298301973
1260,Bangalore,51944,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,3.481240089335692,Mercedes-Benz,New,South,3,Mercedes-Benz New,0.07932804479701354
1261,Kochi,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,1.864080130807681,Hyundai,i20,South,4,Hyundai i20,0.06358166189111748
1262,Mumbai,23000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,2.7568403652716422,Skoda,Octavia,West,4,Skoda Octavia,0.07164634146341463
1263,Mumbai,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.7047480922384253,Honda,City,West,5,Honda City,0.0788243152972612
1264,Kochi,51535,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2.946016681308058,Toyota,Fortuner,South,4,Toyota Fortuner,0.05650570087189805
1265,Kolkata,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,2.7245795030534206,Audi,Q3,East,6,Audi Q3,0.09349593495934959
1266,Hyderabad,46004,Petrol,Manual,First,20.92,998.0,67.1,5.0,0.8754687373538999,Maruti,Alto,South,7,Maruti Alto,0.06723446893787574
1267,Chennai,124000,Diesel,Manual,First,23.03,1396.0,69.0,5.0,0.8329091229351039,Tata,Indigo,South,8,Tata Indigo,0.0494269340974212
1268,Kochi,77395,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2.66374994220563,Audi,A4,South,5,Audi A4,0.08858231707317074
1269,Mumbai,10600,CNG,Manual,First,33.44,796.0,40.3,4.0,1.252762968495368,Maruti,Alto,West,1,Maruti Alto,0.050628140703517586
1270,Kochi,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,2.482403519569882,Honda,City,South,1,Honda City,0.0783567134268537
1271,Jaipur,89000,Petrol,Manual,Second,17.200217391304346,999.0,62.279310344827586,5.0,0.47000362924573563,Hyundai,Santro,North,10,Hyundai Santro,0.06234165199682441
1272,Ahmedabad,65012,Diesel,Manual,First,14.24,2755.0,174.5,7.0,2.9391619220655967,Toyota,Fortuner,West,4,Toyota Fortuner,0.0633393829401089
1273,Ahmedabad,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.6863989535702288,Hyundai,Grand,West,2,Hyundai Grand,0.06850459482038429
1274,Hyderabad,90413,Petrol,Manual,First,15.1,1196.0,73.0,7.0,1.0818051703517284,Maruti,Eeco,South,4,Maruti Eeco,0.061036789297658864
1275,Bangalore,37000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1.62924053973028,Volkswagen,Polo,South,6,Volkswagen Polo,0.06168614357262104
1276,Jaipur,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,0.4054651081081644,Maruti,Wagon,North,13,Maruti Wagon,0.06314797360980208
1277,Bangalore,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.589235205116581,Honda,City,South,8,Honda City,0.0788243152972612
1278,Mumbai,86000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,1.0647107369924282,Honda,Civic,West,9,Honda Civic,0.07237354085603112
1279,Pune,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,0.13976194237515863,Honda,City,West,14,Honda City,0.06697923643670463
1280,Kolkata,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,0.8329091229351039,Hyundai,i20,East,9,Hyundai i20,0.06683375104427736
1281,Kochi,35070,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.7900914121273581,Hyundai,Grand,South,1,Hyundai Grand,0.0625
1282,Pune,42000,Petrol,Automatic,Third,14.4,1598.0,103.6,5.0,1.2237754316221157,Volkswagen,Vento,West,8,Volkswagen Vento,0.06483103879849812
1283,Kolkata,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0.5306282510621704,Hyundai,i10,East,10,Hyundai i10,0.06591478696741855
1284,Kolkata,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,0.688134638736401,Hyundai,i20,East,10,Hyundai i20,0.06683375104427736
1285,Pune,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,0.9162907318741551,Chevrolet,Beat,West,7,Chevrolet Beat,0.06622185154295246
1286,Hyderabad,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1.5789787049493917,Volkswagen,Polo,South,6,Volkswagen Polo,0.06163469557964971
1287,Hyderabad,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,0.9745596399981308,Ford,Figo,South,9,Ford Figo,0.05852842809364549
1288,Kochi,14262,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,3.3087165288679903,Audi,TT,South,5,Audi TT,0.10473790322580646
1289,Jaipur,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,1.9315214116032138,Honda,City,North,4,Honda City,0.06582109479305741
1290,Hyderabad,90200,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1.252762968495368,Ford,Figo,South,6,Ford Figo,0.04864188706218728
1291,Delhi,57854,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2.5257286443082556,Toyota,Innova,North,4,Toyota Innova,0.04033680834001604
1292,Delhi,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,2.2192034840549946,Maruti,Ciaz,North,2,Maruti Ciaz,0.0663510560815732
1293,Mumbai,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,1.589235205116581,Hyundai,Grand,West,4,Hyundai Grand,0.06850459482038429
1294,Delhi,55005,Petrol,Manual,First,12.8,1494.718045112782,110.78270676691729,5.0,1.1631508098056809,Honda,City,North,10,Honda City,0.07411612319068399
1295,Kochi,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,1.713797927758343,Ford,EcoSport,South,5,Ford EcoSport,0.12336336336336336
1296,Ahmedabad,50000,Petrol,Automatic,First,14.7,1798.0,177.6,5.0,2.6026896854443837,Skoda,Octavia,West,5,Skoda Octavia,0.09877641824249166
1297,Kolkata,145000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,0.9555114450274363,Others,Linea,East,9,Others Linea,0.0734775641025641
1298,Jaipur,78000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.5040773967762742,Maruti,Swift,North,4,Maruti Swift,0.0679506933744222
1299,Delhi,65000,Diesel,Automatic,Second,11.8,2993.0,180.0,7.0,3.5263605246161616,Others,Rover,North,6,Others Rover,0.06014032743067157
1300,Hyderabad,120000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,2.4849066497880004,Toyota,Innova,South,7,Toyota Innova,0.0408981555733761
1301,Mumbai,14000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1.6582280766035324,Maruti,Swift,West,4,Maruti Swift,0.05929487179487179
1302,Kochi,57456,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.070839746040796,Audi,A6,South,5,Audi A6,0.08858231707317074
1303,Coimbatore,44450,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,3.205993199037187,BMW,5,South,7,BMW 5,0.09523809523809523
1304,Delhi,63777,Petrol,Manual,First,18.5,1197.0,82.9,5.0,1.3001916620664788,Hyundai,i20,North,6,Hyundai i20,0.06925647451963242
1305,Mumbai,31000,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,3.3843902633457743,BMW,X1,West,3,BMW X1,0.09523809523809523
1306,Delhi,60000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,1.1314021114911006,Toyota,Etios,North,7,Toyota Etios,0.05931149732620321
1307,Ahmedabad,78008,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0647107369924282,Tata,Indigo,West,4,Tata Indigo,0.0498220640569395
1308,Bangalore,33000,Diesel,Automatic,Second,12.991999999999999,2987.0,165.0,5.0,3.7612001156935624,Mercedes-Benz,M-Class,South,5,Mercedes-Benz M-Class,0.055239370605959154
1309,Mumbai,27078,Petrol,Automatic,First,10.98,1984.0,114.4,4.0,2.7694588292308535,Volkswagen,Beetle,West,10,Volkswagen Beetle,0.05766129032258065
1310,Hyderabad,57275,Diesel,Manual,First,19.7,1598.0,103.6,5.0,1.5040773967762742,Volkswagen,Polo,South,8,Volkswagen Polo,0.06483103879849812
1311,Delhi,45000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.2499017362143359,Hyundai,Grand,North,5,Hyundai Grand,0.0625
1312,Delhi,57319,Diesel,Manual,First,25.2,1248.0,74.0,5.0,1.4469189829363254,Maruti,Swift,North,5,Maruti Swift,0.05929487179487179
1313,Chennai,121097,Diesel,Manual,Second,24.0,1396.0,88.76,5.0,0.6418538861723947,Hyundai,Verna,South,11,Hyundai Verna,0.06358166189111748
1314,Mumbai,89000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,2.8075938314384716,BMW,5,West,8,BMW 5,0.10927318295739348
1315,Bangalore,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.749199854809259,Honda,City,South,7,Honda City,0.0788243152972612
1316,Delhi,36000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,2.6390573296152584,Audi,A4,North,6,Audi A4,0.07495426829268292
1317,Jaipur,86000,Diesel,Manual,Second,19.5,1248.0,75.0,5.0,0.9162907318741551,Others,Linea,North,6,Others Linea,0.06009615384615385
1318,Ahmedabad,85000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,0.1823215567939546,Honda,City,West,17,Honda City,0.06701414743112435
1320,Kochi,37613,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2.6354795082673745,BMW,3,South,6,BMW 3,0.09523809523809523
1321,Chennai,100000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,0.47000362924573563,Ford,Fiesta,South,12,Ford Fiesta,0.04899135446685879
1322,Coimbatore,5240,Petrol,Automatic,First,21.9,624.0,37.48,4.0,1.2809338454620642,Tata,Nano,South,3,Tata Nano,0.06006410256410256
1323,Mumbai,20000,CNG,Manual,First,15.1,1196.0,73.0,5.0,1.5040773967762742,Maruti,Eeco,West,1,Maruti Eeco,0.061036789297658864
1324,Coimbatore,16862,Petrol,Manual,First,20.89,1197.0,81.8,5.0,1.801709800081223,Maruti,Ignis,South,0,Maruti Ignis,0.0683375104427736
1325,Coimbatore,59254,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.665818245870208,Maruti,Swift,South,6,Maruti Swift,0.06610169491525424
1326,Jaipur,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1.749199854809259,Ford,Ecosport,North,5,Ford Ecosport,0.05997329773030708
1327,Hyderabad,50295,Petrol,Manual,First,16.1,1240.469387755102,77.88168195718654,5.0,1.7578579175523736,Maruti,Swift,South,4,Maruti Swift,0.06278404185219784
1328,Coimbatore,47674,Petrol,Manual,First,19.1,1197.0,85.8,5.0,1.7439688053917064,Maruti,Swift,South,5,Maruti Swift,0.07167919799498747
1329,Kochi,61517,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,1.47932922708708,Hyundai,i10,South,5,Hyundai i10,0.06591478696741855
1330,Coimbatore,62946,Diesel,Manual,First,15.1,2179.0,140.0,7.0,2.402430427963762,Mahindra,XUV500,South,3,Mahindra XUV500,0.06424965580541533
1331,Delhi,66823,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,1.5748464676644813,Hyundai,i20,North,4,Hyundai i20,0.06356017191977077
1332,Pune,79494,CNG,Manual,First,33.54,998.0,67.04,5.0,1.085189268335969,Maruti,Wagon,West,6,Maruti Wagon,0.06717434869739479
1333,Chennai,107000,Diesel,Manual,Second,21.27,1396.0,88.76,5.0,1.5040773967762742,Hyundai,i20,South,7,Hyundai i20,0.06358166189111748
1334,Mumbai,55000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,2.970414465569701,BMW,7,West,8,BMW 7,0.08620113598396258
1335,Mumbai,24000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,2.169053700369523,Skoda,Rapid,West,2,Skoda Rapid,0.06478097622027534
1336,Mumbai,20002,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,4.204692619390966,Audi,Q7,West,3,Audi Q7,0.08257499157398045
1337,Kochi,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,2.128231705849268,Honda,City,South,3,Honda City,0.0783567134268537
1338,Mumbai,10200,Petrol,Manual,First,19.1,1197.0,82.0,5.0,1.6074359097634274,Hyundai,Xcent,West,3,Hyundai Xcent,0.06850459482038429
1339,Coimbatore,24337,Diesel,Manual,First,26.0,1498.0,98.6,5.0,2.1016921506146558,Honda,City,South,3,Honda City,0.06582109479305741
1340,Pune,79000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,1.0647107369924282,Honda,Brio,West,7,Honda Brio,0.07245409015025041
1341,Jaipur,40500,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1.9600947840472698,Maruti,Ciaz,North,4,Maruti Ciaz,0.07091346153846154
1342,Pune,23000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1.9530276168241774,Maruti,Swift,West,3,Maruti Swift,0.05929487179487179
1343,Pune,63050,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,2.8622008809294686,Honda,CR-V,West,4,Honda CR-V,0.06745964316057775
1344,Mumbai,78000,Petrol,Automatic,Second,14.53,1794.0,138.1,5.0,1.2267122912954254,Toyota,Corolla,West,11,Toyota Corolla,0.0769788182831661
1345,Pune,70000,Petrol,Manual,First,22.24467741935485,1590.0,83.08196721311478,5.0,0.26236426446749106,Maruti,Baleno,West,14,Maruti Baleno,0.052252809567996716
1346,Coimbatore,66245,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.7369512327330598,Honda,City,South,7,Honda City,0.0788243152972612
1347,Bangalore,74112,Diesel,Manual,First,12.05,2179.0,120.0,9.0,1.410986973710262,Mahindra,Scorpio,South,12,Mahindra Scorpio,0.05507113354749885
1348,Delhi,87670,Petrol,Manual,First,13.4,1798.0,157.8,5.0,1.3862943611198906,Skoda,Laura,North,8,Skoda Laura,0.08776418242491658
1349,Hyderabad,10000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,3.4011973816621555,BMW,3,South,4,BMW 3,0.09223057644110276
1350,Chennai,62493,Petrol,Manual,First,15.0,1586.0,104.68,5.0,0.5877866649021191,Maruti,SX4,South,12,Maruti SX4,0.06600252206809584
1351,Kochi,44620,Petrol,Manual,First,20.73,1373.0,91.1,5.0,1.9358598132018119,Maruti,Ciaz,South,4,Maruti Ciaz,0.0663510560815732
1352,Bangalore,66538,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,4.248495242049359,Others,Rover,South,7,Others Rover,0.07052896725440806
1353,Ahmedabad,60000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,2.066862759472976,Toyota,Innova,West,6,Toyota Innova,0.040096230954290296
1354,Kochi,20842,Petrol,Manual,First,17.200217391304346,1086.0,62.0,5.0,1.0224509277025455,Hyundai,Santro,South,8,Hyundai Santro,0.0570902394106814
1355,Chennai,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,2.667228206581955,Hyundai,Santa,South,5,Hyundai Santa,0.08835834470213734
1356,Mumbai,45000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,2.6026896854443837,Mercedes-Benz,New,West,8,Mercedes-Benz New,0.10356347438752785
1357,Mumbai,40000,CNG,Manual,Second,26.6,998.0,58.16,5.0,1.1474024528375417,Maruti,Wagon,West,5,Maruti Wagon,0.05827655310621242
1358,Coimbatore,49008,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.0577902941478545,Maruti,Alto,South,7,Maruti Alto,0.05816582914572864
1359,Kolkata,31000,Petrol,Manual,First,24.7,796.0,47.3,5.0,0.7654678421395714,Maruti,Alto,East,3,Maruti Alto,0.059422110552763814
1360,Pune,8000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,1.3217558399823195,Nissan,Sunny,West,6,Nissan Sunny,0.06522029372496663
1361,Mumbai,171,Petrol,Manual,First,24.7,796.0,47.3,5.0,1.2809338454620642,Maruti,Alto,West,0,Maruti Alto,0.059422110552763814
1362,Kolkata,2100,Petrol,Manual,First,24.07,998.0,67.1,5.0,1.2809338454620642,Maruti,Alto,East,1,Maruti Alto,0.06723446893787574
1363,Coimbatore,20667,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,2.0215475632609334,Hyundai,Grand,South,1,Hyundai Grand,0.0683876357560568
1364,Kolkata,50000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,1.547562508716013,Honda,Mobilio,East,4,Honda Mobilio,0.06582109479305741
1365,Jaipur,100030,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,0.47000362924573563,Tata,Manza,North,9,Tata Manza,0.07211538461538461
1366,Pune,75372,Diesel,Manual,First,16.52,1991.0,123.7,5.0,1.205970806988609,Chevrolet,Optra,West,8,Chevrolet Optra,0.062129583124058266
1367,Kochi,60475,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,2.2082744135228043,Honda,City,South,3,Honda City,0.0783567134268537
1368,Kochi,18453,Petrol,Manual,First,18.9,1197.0,81.86,5.0,1.8196988379172965,Hyundai,Grand,South,0,Hyundai Grand,0.0683876357560568
1369,Hyderabad,96578,Diesel,Manual,First,22.0,1582.0,126.2,5.0,0.9162907318741551,Hyundai,Verna,South,11,Hyundai Verna,0.0797724399494311
1370,Kolkata,31001,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.0986122886681098,Nissan,Micra,East,3,Nissan Micra,0.06260434056761269
1371,Jaipur,65900,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1.749199854809259,Hyundai,Verna,North,7,Hyundai Verna,0.07984829329962073
1372,Bangalore,26246,Petrol,Manual,First,15.29,1591.0,121.3,5.0,2.3749057545736716,Hyundai,Creta,South,2,Hyundai Creta,0.07624135763670647
1373,Jaipur,62700,Petrol,Manual,Second,20.51,998.0,67.04,5.0,1.0473189942805592,Maruti,Wagon,North,6,Maruti Wagon,0.06717434869739479
1374,Chennai,90000,Petrol,Automatic,First,10.2,2354.0,180.0,5.0,1.8718021769015913,Honda,Accord,South,11,Honda Accord,0.07646559048428207
1375,Bangalore,36000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,2.2460147415056513,Honda,City,South,3,Honda City,0.0788243152972612
1376,Delhi,46000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,1.9095425048844386,Maruti,Baleno,North,3,Maruti Baleno,0.05929487179487179
1377,Coimbatore,73003,Diesel,Manual,First,26.0,1498.0,98.6,5.0,2.0476928433652555,Honda,City,South,2,Honda City,0.06582109479305741
1378,Kochi,46566,Diesel,Manual,First,22.54,1396.0,88.76,5.0,1.4816045409242156,Hyundai,i20,South,5,Hyundai i20,0.06358166189111748
1379,Jaipur,41493,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,3.7376696182833684,Mercedes-Benz,E-Class,North,4,Mercedes-Benz E-Class,0.08871777703381319
1380,Kochi,103788,Diesel,Manual,First,19.01,1461.0,108.5,5.0,1.7351891177396608,Nissan,Terrano,South,5,Nissan Terrano,0.07426420260095824
1381,Bangalore,45000,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,2.4423470353692043,Renault,Duster,South,3,Renault Duster,0.0742299794661191
1382,Pune,120000,Petrol,Manual,First,18.9,998.0,67.1,5.0,0.5247285289349821,Maruti,Wagon,West,10,Maruti Wagon,0.06723446893787574
1383,Jaipur,97359,Diesel,Manual,Second,17.1,1493.0,110.0,5.0,0.5877866649021191,Hyundai,Getz,North,10,Hyundai Getz,0.07367716008037509
1384,Mumbai,62000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,1.1631508098056809,Maruti,Ritz,West,3,Maruti Ritz,0.07167919799498747
1385,Pune,115000,Petrol,Manual,Second,18.420224719101125,1494.718045112782,110.78270676691729,5.0,0.4054651081081644,Honda,City,West,15,Honda City,0.07411612319068399
1386,Kochi,18373,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,3.8255932774297583,BMW,5,South,0,BMW 5,0.09410526315789475
1387,Hyderabad,60453,Petrol,Manual,First,16.47,1198.0,74.0,5.0,1.62924053973028,Volkswagen,Polo,South,3,Volkswagen Polo,0.06176961602671119
1388,Pune,37000,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,1.5789787049493917,Maruti,Swift,West,6,Maruti Swift,0.062405193875950754
1389,Mumbai,69009,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,0.8754687373538999,Ford,Figo,West,9,Ford Figo,0.05852842809364549
1390,Hyderabad,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,3.091042453358316,BMW,3,South,6,BMW 3,0.09223057644110276
1391,Delhi,70707,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1.4539530095937054,Hyundai,Verna,North,7,Hyundai Verna,0.07984829329962073
1392,Coimbatore,64677,Diesel,Manual,First,20.45,1461.0,83.8,5.0,1.7351891177396608,Renault,Duster,South,4,Renault Duster,0.05735797399041752
1393,Bangalore,3000,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,1.824549292051046,Hyundai,Grand,South,1,Hyundai Grand,0.0683876357560568
1394,Bangalore,49000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,2.673458756332591,BMW,X1,South,6,BMW X1,0.09223057644110276
1395,Pune,71000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.0986122886681098,Maruti,Ritz,West,9,Maruti Ritz,0.059214743589743594
